frame_id,object_id,position_x,position_y,position_z,object_length,object_width,object_height,heading,type_backpack,type_bench,type_bus,type_car,type_handbag,type_person,type_potted plant,type_skateboard,type_traffic light,type_train,type_truck
213,-1,0.8879193748452021,0.5887713458103385,0.0,0.012242336524491637,0.013579737201701393,0.012242336524491637,0,False,False,False,True,False,False,False,False,False,False,False
213,-1,0.9002527543766399,0.5872711331369974,0.0,0.006966042613840387,0.007460458096874477,0.006966042613840387,0,False,False,False,True,False,False,False,False,False,False,False
213,-1,0.4962617838778909,0.9683227393529845,0.0,0.18928256942564675,0.9999999999999999,0.18928256942564675,0,False,False,False,False,False,False,False,False,False,True,False
213,-1,0.9672426242588101,0.5859320221091419,0.0,0.02066191215383851,0.053512163527880435,0.02066191215383851,0,False,False,False,True,False,False,False,False,False,False,False
0,1,0.027931096000232795,0.6563108906680009,0.0,0.23017705128134303,0.05632946661795993,0.23017705128134303,0,False,False,False,True,False,False,False,False,False,False,False
1,1,0.026035671998980894,0.6591600512208229,0.0,0.22159092039045192,0.052620087645167846,0.22159092039045192,0,False,False,False,True,False,False,False,False,False,False,False
2,1,0.02446324982905048,0.6667628239213145,0.0,0.22167411515790986,0.04944210197995504,0.22167411515790986,0,False,False,False,True,False,False,False,False,False,False,False
3,1,0.0228885356040337,0.6754197173539896,0.0,0.21530988117400746,0.04625948389582344,0.21530988117400746,0,False,False,False,True,False,False,False,False,False,False,False
4,1,0.020105555492655983,0.6791271432111167,0.0,0.21373354472685488,0.04063486789278013,0.21373354472685488,0,False,False,False,True,False,False,False,False,False,False,False
5,1,0.01833505452533466,0.6860441667126935,0.0,0.21874915065102946,0.037056549803661895,0.21874915065102946,0,False,False,False,True,False,False,False,False,False,False,False
0,2,0.4366528139117152,0.5969799200901676,0.0,0.5636647681760679,0.2502627954871551,0.5636647681760679,0,False,False,False,False,False,False,False,False,False,False,True
1,2,0.4344121973668715,0.5981751439628817,0.0,0.5575298998458741,0.2475367388591999,0.5575298998458741,0,False,False,False,False,False,False,False,False,False,False,True
2,2,0.4319236045885792,0.5988993589636707,0.0,0.5537226067693803,0.24577763872766462,0.5537226067693803,0,False,False,False,False,False,False,False,False,False,False,True
3,2,0.42991354465852777,0.5981034091864069,0.0,0.5457692753879384,0.2421951697473836,0.5457692753879384,0,False,False,False,False,False,False,False,False,False,False,True
4,2,0.42790623519458,0.5988729572251106,0.0,0.5353621955463731,0.2375982985484933,0.5353621955463731,0,False,False,False,False,False,False,False,False,False,False,True
5,2,0.4255565650814168,0.600512834631433,0.0,0.5244215864457714,0.23273143047009337,0.5244215864457714,0,False,False,False,False,False,False,False,False,False,False,True
6,2,0.42384736754006974,0.600248260442908,0.0,0.5163999756934278,0.22919738245808996,0.5163999756934278,0,False,False,False,False,False,False,False,False,False,False,True
7,2,0.4222231931789789,0.6002585612969684,0.0,0.5095632550919507,0.22617397329785194,0.5095632550919507,0,False,False,False,False,False,False,False,False,False,False,True
8,2,0.4216253769586647,0.6008504428032514,0.0,0.5071626496373349,0.2250396401915501,0.5071626496373349,0,False,False,False,False,False,False,False,False,False,False,True
9,2,0.42093660234176544,0.6003827747488593,0.0,0.5035567144143497,0.22340917501904434,0.5035567144143497,0,False,False,False,False,False,False,False,False,False,False,True
10,2,0.41997987442182283,0.5996984175572501,0.0,0.49976831417349366,0.2216781375936961,0.49976831417349366,0,False,False,False,False,False,False,False,False,False,False,True
11,2,0.41883288180281664,0.598525976204102,0.0,0.4961788963711392,0.2200186100877628,0.4961788963711392,0,False,False,False,False,False,False,False,False,False,False,True
12,2,0.4178868179707495,0.5972102508989783,0.0,0.4931863153998707,0.21864799923544975,0.4931863153998707,0,False,False,False,False,False,False,False,False,False,False,True
13,2,0.4168592052313992,0.596702957036624,0.0,0.4897154473790333,0.21708587443257238,0.4897154473790333,0,False,False,False,False,False,False,False,False,False,False,True
14,2,0.4159192213770348,0.5961398436813206,0.0,0.4869760966959634,0.21580644908950314,0.4869760966959634,0,False,False,False,False,False,False,False,False,False,False,True
15,2,0.41533260003630035,0.5953797612922942,0.0,0.4842976229277266,0.21465714595574786,0.4842976229277266,0,False,False,False,False,False,False,False,False,False,False,True
16,2,0.4151075926075067,0.5951906338997254,0.0,0.48319062429220916,0.2140693895195604,0.48319062429220916,0,False,False,False,False,False,False,False,False,False,False,True
17,2,0.41438508859049444,0.5946295157548931,0.0,0.4815024776130945,0.21312081641190256,0.4815024776130945,0,False,False,False,False,False,False,False,False,False,False,True
18,2,0.41426961726793315,0.5941104362306859,0.0,0.4795302754928986,0.2120021116241636,0.4795302754928986,0,False,False,True,False,False,False,False,False,False,False,False
19,2,0.4140755887731488,0.5930029552184595,0.0,0.47542174664817893,0.210035259694696,0.47542174664817893,0,False,False,True,False,False,False,False,False,False,False,False
20,2,0.41353480853414154,0.592834754335716,0.0,0.4712254379326155,0.20803427415214248,0.4712254379326155,0,False,False,True,False,False,False,False,False,False,False,False
21,2,0.41294128690125237,0.592830346312582,0.0,0.4676681710961711,0.20640232172935224,0.4676681710961711,0,False,False,True,False,False,False,False,False,False,False,False
22,2,0.412989347677379,0.5930782164134415,0.0,0.4636501289905591,0.2045999694338066,0.4636501289905591,0,False,False,True,False,False,False,False,False,False,False,False
24,2,0.4124246818116823,0.5930455506420066,0.0,0.4610694339330796,0.20305942195063004,0.4610694339330796,0,False,False,False,False,False,False,False,False,False,False,True
25,2,0.4121560047017695,0.5928100694061658,0.0,0.4586666740322945,0.20162459114341097,0.4586666740322945,0,False,False,True,False,False,False,False,False,False,False,False
26,2,0.4121518548757184,0.5926438637338934,0.0,0.4546311201462814,0.19970742800213565,0.4546311201462814,0,False,False,True,False,False,False,False,False,False,False,False
27,2,0.412376186751434,0.5920375981521208,0.0,0.45075775738726437,0.1979413304799177,0.45075775738726437,0,False,False,True,False,False,False,False,False,False,False,False
28,2,0.4124528137720054,0.5913912891601942,0.0,0.44591417570337144,0.19588707211979794,0.44591417570337144,0,False,False,True,False,False,False,False,False,False,False,False
29,2,0.41267613231810385,0.5910966940141147,0.0,0.4429940172687147,0.19464058571335657,0.4429940172687147,0,False,False,True,False,False,False,False,False,False,False,False
30,2,0.4127771275032776,0.590754817019893,0.0,0.441622021754382,0.19395964451344455,0.441622021754382,0,False,False,True,False,False,False,False,False,False,False,False
31,2,0.41302500722914365,0.5905623952100344,0.0,0.44012462642455846,0.19314799595656573,0.44012462642455846,0,False,False,True,False,False,False,False,False,False,False,False
32,2,0.41311075421626914,0.5904989660771488,0.0,0.4389949232409499,0.19249299630259903,0.4389949232409499,0,False,False,True,False,False,False,False,False,False,False,False
33,2,0.41323804771769695,0.5896486352144849,0.0,0.43513084117312345,0.19083827188365,0.43513084117312345,0,False,False,True,False,False,False,False,False,False,False,False
34,2,0.41380806975422707,0.5885716855624916,0.0,0.43088359914043123,0.18906208056441953,0.43088359914043123,0,False,False,True,False,False,False,False,False,False,False,False
35,2,0.4142065013089235,0.5893012365912849,0.0,0.4279635511901934,0.18796646472781797,0.4279635511901934,0,False,False,True,False,False,False,False,False,False,False,False
36,2,0.41535600312507687,0.5885863944396861,0.0,0.42501505350207974,0.18681825874591185,0.42501505350207974,0,False,False,True,False,False,False,False,False,False,False,False
37,2,0.41656837963128346,0.5886037945310043,0.0,0.42078112484186914,0.18511518650214187,0.42078112484186914,0,False,False,True,False,False,False,False,False,False,False,False
38,2,0.41699127585816487,0.5886721420897025,0.0,0.4176214361869616,0.1839809509204488,0.4176214361869616,0,False,False,True,False,False,False,False,False,False,False,False
39,2,0.4166790738285069,0.588712788703022,0.0,0.4144783201948945,0.1830903074304282,0.4144783201948945,0,False,False,True,False,False,False,False,False,False,False,False
40,2,0.41827719114230016,0.5883577804398854,0.0,0.41182658365603986,0.1819621671367862,0.41182658365603986,0,False,False,True,False,False,False,False,False,False,False,False
41,2,0.4194679499500081,0.5876994073846449,0.0,0.4087820197656626,0.18059114180488567,0.4087820197656626,0,False,False,True,False,False,False,False,False,False,False,False
42,2,0.4199991759383396,0.5864357431527454,0.0,0.40572309290082365,0.17933885268421967,0.40572309290082365,0,False,False,True,False,False,False,False,False,False,False,False
43,2,0.42109868682671464,0.5853471006393863,0.0,0.40083509648051885,0.17733828162125365,0.40083509648051885,0,False,False,True,False,False,False,False,False,False,False,False
44,2,0.42219443391936895,0.584377474750644,0.0,0.3966221598599057,0.17564403535458156,0.3966221598599057,0,False,False,True,False,False,False,False,False,False,False,False
45,2,0.42346292958484794,0.5835516896167998,0.0,0.39517078129056843,0.17501139321718612,0.39517078129056843,0,False,False,True,False,False,False,False,False,False,False,False
46,2,0.4245787502546796,0.5816293275279554,0.0,0.39524414294474114,0.1748054212433648,0.39524414294474114,0,False,False,True,False,False,False,False,False,False,False,False
47,2,0.42566156533126775,0.5791946139502133,0.0,0.3922945404124383,0.17334311287761162,0.3922945404124383,0,False,False,True,False,False,False,False,False,False,False,False
48,2,0.42642894537418136,0.5783182061506937,0.0,0.39166770706161164,0.1728119694768424,0.39166770706161164,0,False,False,True,False,False,False,False,False,False,False,False
49,2,0.4270145051315074,0.5776889724483808,0.0,0.38770650918954147,0.17109509750092483,0.38770650918954147,0,False,False,True,False,False,False,False,False,False,False,False
50,2,0.42772233999596687,0.5767885293227202,0.0,0.3828482883201396,0.1691463363863927,0.3828482883201396,0,False,False,True,False,False,False,False,False,False,False,False
51,2,0.42852359420036734,0.5762525601098734,0.0,0.37997232365305683,0.16795607291693437,0.37997232365305683,0,False,False,True,False,False,False,False,False,False,False,False
52,2,0.4297066324014685,0.5751105573164714,0.0,0.37669878080443703,0.16668028036554355,0.37669878080443703,0,False,False,True,False,False,False,False,False,False,False,False
53,2,0.43039825399205395,0.5738547811259695,0.0,0.37484822202948825,0.16603091275773602,0.37484822202948825,0,False,False,True,False,False,False,False,False,False,False,False
54,2,0.4309484437203631,0.572228591791484,0.0,0.3745807392512471,0.16595506299322865,0.3745807392512471,0,False,False,True,False,False,False,False,False,False,False,False
55,2,0.43150244549818434,0.5693416150401971,0.0,0.3717513437667453,0.16478513340470863,0.3717513437667453,0,False,False,True,False,False,False,False,False,False,False,False
56,2,0.4323381046557758,0.5680241729260631,0.0,0.36925572171184556,0.16377453464584318,0.36925572171184556,0,False,False,True,False,False,False,False,False,False,False,False
57,2,0.43333087815781346,0.5672232583227431,0.0,0.3684665867496037,0.16331580326712059,0.3684665867496037,0,False,False,True,False,False,False,False,False,False,False,False
58,2,0.434294216847163,0.5660736922896482,0.0,0.36699719921998,0.16254233559459352,0.36699719921998,0,False,False,True,False,False,False,False,False,False,False,False
59,2,0.43512480935666886,0.56440351552431,0.0,0.36293175929864496,0.160820221670952,0.36293175929864496,0,False,False,True,False,False,False,False,False,False,False,False
60,2,0.43562211292972225,0.5645918077124956,0.0,0.3610605399373553,0.16004321873135535,0.3610605399373553,0,False,False,True,False,False,False,False,False,False,False,False
61,2,0.4361411307088569,0.5644691254686408,0.0,0.359634572784373,0.1594583148899758,0.359634572784373,0,False,False,True,False,False,False,False,False,False,False,False
62,2,0.4373276914367224,0.5645350138144327,0.0,0.35630639539059,0.15818776428630887,0.35630639539059,0,False,False,True,False,False,False,False,False,False,False,False
63,2,0.43842671978718456,0.5643811506069355,0.0,0.35444351760293,0.15746854467743626,0.35444351760293,0,False,False,True,False,False,False,False,False,False,False,False
64,2,0.4391052646003299,0.5657254120618213,0.0,0.35295352472917507,0.15689453921109203,0.35295352472917507,0,False,False,True,False,False,False,False,False,False,False,False
65,2,0.4397626259990982,0.5672393128069996,0.0,0.3536823351986786,0.157223904196219,0.3536823351986786,0,False,False,True,False,False,False,False,False,False,False,False
66,2,0.440657540812396,0.5686332689226903,0.0,0.35227614475668567,0.1565983813552672,0.35227614475668567,0,False,False,True,False,False,False,False,False,False,False,False
67,2,0.4416433175146963,0.5691809773971466,0.0,0.351062860110153,0.15602647266801256,0.351062860110153,0,False,False,True,False,False,False,False,False,False,False,False
68,2,0.4425814194712003,0.5697536956028576,0.0,0.35052618204517705,0.15570949330820538,0.35052618204517705,0,False,False,True,False,False,False,False,False,False,False,False
69,2,0.4434641743290926,0.570526027656172,0.0,0.3476137575198457,0.15442399705823723,0.3476137575198457,0,False,False,True,False,False,False,False,False,False,False,False
70,2,0.44443865964423057,0.570611728905945,0.0,0.3473741720573856,0.15415546304785982,0.3473741720573856,0,False,False,True,False,False,False,False,False,False,False,False
71,2,0.4455222467814794,0.570886371947313,0.0,0.34720805873351707,0.15382417195170872,0.34720805873351707,0,False,False,True,False,False,False,False,False,False,False,False
72,2,0.44651873582544643,0.5707262911071846,0.0,0.3456877931289739,0.15294979069020836,0.3456877931289739,0,False,False,True,False,False,False,False,False,False,False,False
73,2,0.4475011830161476,0.5725617919401683,0.0,0.3400863435733976,0.15043124204866337,0.3400863435733976,0,False,False,True,False,False,False,False,False,False,False,False
74,2,0.4478452808018495,0.5729117889770053,0.0,0.335981018776827,0.14874253030354168,0.335981018776827,0,False,False,True,False,False,False,False,False,False,False,False
75,2,0.4487023646427745,0.5735965637708061,0.0,0.32877909192856075,0.14597480628646947,0.32877909192856075,0,False,False,False,False,False,False,False,False,False,False,True
76,2,0.4495061280443221,0.5747547138489515,0.0,0.3264873136265958,0.14507528805704656,0.3264873136265958,0,False,False,True,False,False,False,False,False,False,False,False
77,2,0.45022732920896946,0.5753742963006131,0.0,0.3260128382894802,0.1449367055879177,0.3260128382894802,0,False,False,False,False,False,False,False,False,False,False,True
78,2,0.4510516969793987,0.5755290875129806,0.0,0.3262007170438789,0.14500136440356332,0.3262007170438789,0,False,False,False,False,False,False,False,False,False,False,True
79,2,0.4521130873726532,0.5755188794594073,0.0,0.32585318830411947,0.1447277347323752,0.32585318830411947,0,False,False,True,False,False,False,False,False,False,False,False
80,2,0.4530241189522425,0.5756567809831351,0.0,0.3249475475221107,0.14421794922093695,0.3249475475221107,0,False,False,True,False,False,False,False,False,False,False,False
81,2,0.45413921581520483,0.5753802355317831,0.0,0.324019809856315,0.14366825176334036,0.324019809856315,0,False,False,True,False,False,False,False,False,False,False,False
82,2,0.455141350552753,0.5745753305075207,0.0,0.3234377226951569,0.14323507183212775,0.3234377226951569,0,False,False,True,False,False,False,False,False,False,False,False
83,2,0.45597898811578746,0.5735209313738759,0.0,0.32097458305942406,0.14200655433486092,0.32097458305942406,0,False,False,True,False,False,False,False,False,False,False,False
84,2,0.45693783920254694,0.5720985319089102,0.0,0.31716375448152423,0.14032425483276895,0.31716375448152423,0,False,False,True,False,False,False,False,False,False,False,False
85,2,0.45790166042980945,0.5712961788980413,0.0,0.3148551273056718,0.1393142656027086,0.3148551273056718,0,False,False,True,False,False,False,False,False,False,False,False
86,2,0.4585074867794781,0.5710334607192569,0.0,0.3145638903773595,0.13910895191999678,0.3145638903773595,0,False,False,True,False,False,False,False,False,False,False,False
87,2,0.45915239870009306,0.5706398474535154,0.0,0.3142165826064379,0.13887662392064265,0.3142165826064379,0,False,False,True,False,False,False,False,False,False,False,False
88,2,0.4597934020636134,0.5702742599348574,0.0,0.3140320736268168,0.13862369384767598,0.3140320736268168,0,False,False,True,False,False,False,False,False,False,False,False
89,2,0.4606496173362952,0.5696892920648582,0.0,0.3133043127592931,0.13803649817798924,0.3133043127592931,0,False,False,True,False,False,False,False,False,False,False,False
90,2,0.4611774655592363,0.5690662759951763,0.0,0.31181139204843633,0.137183377281211,0.31181139204843633,0,False,False,True,False,False,False,False,False,False,False,False
91,2,0.4614615356285711,0.5681772473294205,0.0,0.3097384281381718,0.13614339923393948,0.3097384281381718,0,False,False,True,False,False,False,False,False,False,False,False
92,2,0.46175988882012836,0.5665503619912824,0.0,0.3068337375221659,0.13500714001661346,0.3068337375221659,0,False,False,True,False,False,False,False,False,False,False,False
93,2,0.46194368751115883,0.5651253177124361,0.0,0.3043812596328603,0.13407302493221274,0.3043812596328603,0,False,False,True,False,False,False,False,False,False,False,False
94,2,0.4623601659837984,0.5636465419515991,0.0,0.30175736516757723,0.13308822143237936,0.30175736516757723,0,False,False,True,False,False,False,False,False,False,False,False
95,2,0.4626004216106403,0.5627001625848582,0.0,0.29996547361908293,0.13250373207058735,0.29996547361908293,0,False,False,True,False,False,False,False,False,False,False,False
96,2,0.46265142586803576,0.5626072228970969,0.0,0.2979328365217295,0.13180928371235417,0.2979328365217295,0,False,False,True,False,False,False,False,False,False,False,False
97,2,0.4628362861424747,0.5622591746704876,0.0,0.2952694991188867,0.13087197469701473,0.2952694991188867,0,False,False,True,False,False,False,False,False,False,False,False
98,2,0.4625122136801589,0.5623654776283814,0.0,0.29468536799597833,0.13082387068371576,0.29468536799597833,0,False,False,False,False,False,False,False,False,False,False,True
99,2,0.46275280708353983,0.5623671016369044,0.0,0.2914505499361952,0.12963358283310517,0.2914505499361952,0,False,False,True,False,False,False,False,False,False,False,False
100,2,0.4625017908612399,0.5623324406549984,0.0,0.2884625540683125,0.12857804961072739,0.2884625540683125,0,False,False,True,False,False,False,False,False,False,False,False
101,2,0.46194831987512286,0.5621112506941603,0.0,0.28711729578336215,0.1283018111562534,0.28711729578336215,0,False,False,True,False,False,False,False,False,False,False,False
102,2,0.4614777489024452,0.5618307148218661,0.0,0.285714861811613,0.12794367641152543,0.285714861811613,0,False,False,True,False,False,False,False,False,False,False,False
103,2,0.4609719526621245,0.5617637128702296,0.0,0.2850800183404135,0.12787618938222411,0.2850800183404135,0,False,False,False,False,False,False,False,False,False,False,True
104,2,0.460529368888396,0.5616612611325476,0.0,0.28350804602780894,0.12746324580734109,0.28350804602780894,0,False,False,False,False,False,False,False,False,False,False,True
106,2,0.4607840523988342,0.5621425244582898,0.0,0.28054982571082915,0.12638796385167783,0.28054982571082915,0,False,False,True,False,False,False,False,False,False,False,False
107,2,0.46080364343809865,0.5624909438868472,0.0,0.27888167671154174,0.12591584722039506,0.27888167671154174,0,False,False,True,False,False,False,False,False,False,False,False
108,2,0.46042861497217874,0.5630941934527913,0.0,0.277875218897255,0.12583636466420928,0.277875218897255,0,False,False,True,False,False,False,False,False,False,False,False
109,2,0.4602762777530705,0.5632933896982031,0.0,0.2770157053601516,0.1257287218772276,0.2770157053601516,0,False,False,True,False,False,False,False,False,False,False,False
110,2,0.45944814618692054,0.5626984921760917,0.0,0.276229332508383,0.12560745002616375,0.276229332508383,0,False,False,True,False,False,False,False,False,False,False,False
111,2,0.4587783835637903,0.5620763577110367,0.0,0.2759177664469868,0.12557580329060264,0.2759177664469868,0,False,False,True,False,False,False,False,False,False,False,False
112,2,0.45746554266411416,0.5619411010011892,0.0,0.2754156700051375,0.12534818085362393,0.2754156700051375,0,False,False,True,False,False,False,False,False,False,False,False
113,2,0.45628149113339583,0.5612389261160701,0.0,0.2742364145596367,0.12492821550690607,0.2742364145596367,0,False,False,True,False,False,False,False,False,False,False,False
114,2,0.4550090386570309,0.5590662811137033,0.0,0.27097314676197787,0.12384059668822749,0.27097314676197787,0,False,False,True,False,False,False,False,False,False,False,False
115,2,0.45298710829432165,0.5578186713660601,0.0,0.26827909469067124,0.12289270625283137,0.26827909469067124,0,False,False,True,False,False,False,False,False,False,False,False
116,2,0.4503809692804426,0.5570617905938363,0.0,0.26628385656912734,0.12186304143294223,0.26628385656912734,0,False,False,True,False,False,False,False,False,False,False,False
117,2,0.4484335910252792,0.5573211679550876,0.0,0.26334972185547534,0.12054411862330212,0.26334972185547534,0,False,False,True,False,False,False,False,False,False,False,False
118,2,0.445669517352502,0.5584690171791725,0.0,0.2654723485120511,0.12140923504696487,0.2654723485120511,0,False,False,False,False,False,False,False,False,False,False,True
119,2,0.4434547648397907,0.5588339550944215,0.0,0.26529198269813997,0.1212435407365849,0.26529198269813997,0,False,False,True,False,False,False,False,False,False,False,False
120,2,0.441024317880005,0.5592574501169868,0.0,0.2644194872418117,0.12052788077593408,0.2644194872418117,0,False,False,True,False,False,False,False,False,False,False,False
121,2,0.4381118155452142,0.5584233129393098,0.0,0.26364653824694373,0.11985276667139892,0.26364653824694373,0,False,False,True,False,False,False,False,False,False,False,False
122,2,0.4355267634381296,0.5591995426130796,0.0,0.26196783798564804,0.11884311877746946,0.26196783798564804,0,False,False,True,False,False,False,False,False,False,False,False
123,2,0.4322972336945517,0.5605200935435289,0.0,0.2616635086536921,0.11842634736169035,0.2616635086536921,0,False,False,True,False,False,False,False,False,False,False,False
124,2,0.4291916196870111,0.561566140633341,0.0,0.25949480999442054,0.11730183985972677,0.25949480999442054,0,False,False,True,False,False,False,False,False,False,False,False
125,2,0.4259463109536807,0.5621240571613706,0.0,0.2585525988697444,0.11698734737744436,0.2585525988697444,0,False,False,True,False,False,False,False,False,False,False,False
126,2,0.42253997931880954,0.5630441275900382,0.0,0.2545124598803454,0.11548047026546183,0.2545124598803454,0,False,False,True,False,False,False,False,False,False,False,False
127,2,0.41821161423993464,0.5653399652389386,0.0,0.2526122383590854,0.11481047620288952,0.2526122383590854,0,False,False,True,False,False,False,False,False,False,False,False
128,2,0.4135860540604934,0.5681338167014901,0.0,0.24836129509835875,0.11318537488386866,0.24836129509835875,0,False,False,True,False,False,False,False,False,False,False,False
129,2,0.4089308177994078,0.568814276272644,0.0,0.2468427420023091,0.11255207445536375,0.2468427420023091,0,False,False,True,False,False,False,False,False,False,False,False
130,2,0.4046963063445954,0.5713708832901011,0.0,0.24762707089232738,0.11303194429304743,0.24762707089232738,0,False,False,True,False,False,False,False,False,False,False,False
131,2,0.3990602393948169,0.5719225357852562,0.0,0.24706603101297636,0.11284101549013609,0.24706603101297636,0,False,False,True,False,False,False,False,False,False,False,False
132,2,0.39359976799154933,0.572835878178614,0.0,0.2465703979096348,0.11229863237820076,0.2465703979096348,0,False,False,True,False,False,False,False,False,False,False,False
133,2,0.38738974632125034,0.5737293148675038,0.0,0.2459180979002436,0.11161361952587065,0.2459180979002436,0,False,False,True,False,False,False,False,False,False,False,False
134,2,0.3821851889000988,0.5745441031436349,0.0,0.245821700244723,0.1113396485185517,0.245821700244723,0,False,False,True,False,False,False,False,False,False,False,False
135,2,0.37687119188029744,0.576508364652374,0.0,0.24401920219201084,0.11058773378457319,0.24401920219201084,0,False,False,True,False,False,False,False,False,False,False,False
136,2,0.37084019177569116,0.576214187108486,0.0,0.24034371702730623,0.1091145758060891,0.24034371702730623,0,False,False,True,False,False,False,False,False,False,False,False
137,2,0.3639576570161584,0.5764973677946608,0.0,0.23848697112489708,0.10817156160113382,0.23848697112489708,0,False,False,True,False,False,False,False,False,False,False,False
138,2,0.35728594307077943,0.57677150043335,0.0,0.23864706304793365,0.10825748078150153,0.23864706304793365,0,False,False,True,False,False,False,False,False,False,False,False
139,2,0.35023874224846335,0.5782948204279619,0.0,0.23733312709575133,0.10786969855569323,0.23733312709575133,0,False,False,True,False,False,False,False,False,False,False,False
140,2,0.34149674764150084,0.5781976583180405,0.0,0.23576463504234313,0.10715952435428837,0.23576463504234313,0,False,False,True,False,False,False,False,False,False,False,False
141,2,0.3337675277330664,0.5796298946346315,0.0,0.2347577352903807,0.10680609517193582,0.2347577352903807,0,False,False,True,False,False,False,False,False,False,False,False
142,2,0.3260138672793427,0.581323596323432,0.0,0.23314300550764827,0.10619025164840913,0.23314300550764827,0,False,False,True,False,False,False,False,False,False,False,False
143,2,0.31605616665457437,0.5819203498552842,0.0,0.23376807110777204,0.10628048629271698,0.23376807110777204,0,False,False,True,False,False,False,False,False,False,False,False
144,2,0.30721245305556877,0.5843844811874149,0.0,0.23225404787289872,0.10571893959514912,0.23225404787289872,0,False,False,True,False,False,False,False,False,False,False,False
145,2,0.2972363677363183,0.5860534051461782,0.0,0.23070367526419588,0.10514269106280211,0.23070367526419588,0,False,False,True,False,False,False,False,False,False,False,False
146,2,0.28729936798801425,0.5871723934187965,0.0,0.2268203689074748,0.10361984429612578,0.2268203689074748,0,False,False,False,False,False,False,False,False,False,False,True
147,2,0.2764986977562738,0.5873008292928472,0.0,0.22645554935615203,0.10367921240174309,0.22645554935615203,0,False,False,False,False,False,False,False,False,False,False,True
148,2,0.26540874604573894,0.5864204310723853,0.0,0.22742383480369682,0.10423205502797404,0.22742383480369682,0,False,False,False,False,False,False,False,False,False,False,True
149,2,0.25345912891644495,0.5856785839790605,0.0,0.22797117461509991,0.104795284025044,0.22797117461509991,0,False,False,False,False,False,False,False,False,False,False,True
150,2,0.24162162947121743,0.5850797888364938,0.0,0.22649990885035437,0.10441064696787004,0.22649990885035437,0,False,False,False,False,False,False,False,False,False,False,True
